[997, 212532] [29011, 211684]
[577997, 474917] [607014, 483067]
[607898, 483989] [610029, 495027]
[610027, 495947] [604908, 503069]
[610975, 495836] [620004, 497064]
[620970, 497943] [627003, 498110]
[627987, 498024] [648005, 483900]
[648116, 483024] [634938, 472925]
[634000, 472033] [632974, 470912]
[648995, 483950] [659012, 498009]
[659998, 498026] [668027, 484977]
[632047, 470037] [618995, 457982]
[634975, 472010] [647119, 458997]
[618051, 457016] [598980, 449927]
[668968, 484074] [688054, 466999]
[604817, 503958] [615006, 528031]
[615963, 528965] [624004, 537007]
[624994, 537045] [637013, 534986]
[688022, 466011] [672995, 439992]
[672140, 439000] [670841, 428973]
[670999, 428059] [701020, 415950]
[701950, 415042] [726026, 401936]
[726947, 401973] [733070, 413025]
[733938, 413949] [743007, 439019]
[743958, 439890] [752040, 443007]
[752957, 443013] [759068, 434923]
[759851, 434003] [767058, 407967]
[767005, 407004] [753988, 383974]
[753978, 383017] [755002, 381873]
[753109, 383014] [738907, 370985]
[755952, 381059] [765017, 356965]
[765997, 356864] [789021, 361040]
[767986, 407134] [791015, 392947]
[738077, 370095] [706987, 363917]
[791853, 392998] [807026, 421005]
[807019, 421905] [793993, 432010]
[793899, 432992] [803055, 439033]
[803969, 439082] [827009, 436962]
[535031, 450067] [517885, 421958]
[517009, 421787] [510973, 422143]
[510129, 422004] [504858, 392992]
[504002, 392044] [496965, 386963]
[496010, 386031] [476951, 381916]
[476996, 381018] [478158, 358996]
[478969, 358014] [482017, 355971]
[476118, 381906] [456890, 405018]
[456940, 405942] [477050, 414079]
[477024, 414967] [471961, 428012]
[471006, 428081] [460996, 428158]
[456082, 405024] [440973, 383945]
[504960, 392006] [528004, 366986]
[528127, 366004] [526897, 357978]
[526997, 357170] [550022, 353975]
[553898, 533986] [562059, 570043]
[440006, 383014] [410868, 359988]
[826931, 816020] [848064, 784914]
[915952, 988011] [932107, 953995]
[120042, 393029] [103897, 358998]
[103078, 358008] [93950, 343905]
[93039, 343943] [72982, 350010]
[72000, 350026] [54956, 345985]
[54039, 345959] [45933, 356040]
[54042, 345035] [30976, 326986]
[30761, 326030] [42069, 310968]
[42990, 310039] [51084, 304990]
[30017, 326992] [7924, 337055]
[72986, 350997] [78030, 382000]
[78041, 382948] [66976, 412031]
[66059, 412984] [62880, 426021]
[62109, 426965] [58955, 439045]
[66993, 412866] [88033, 426000]
[58131, 439906] [41995, 467044]
[41011, 467304] [18996, 464572]
[534988, 860935] [566009, 883027]
[129973, 161985] [155013, 191032]
[155974, 191032] [171138, 166994]
[171963, 166998] [193026, 195040]
[193956, 195999] [196068, 222009]
[196024, 222222] [178988, 220968]
[193965, 195985] [226063, 203041]
[226968, 203972] [239031, 206133]
[226983, 203009] [231146, 187996]
[239877, 206012] [251001, 190948]
[251974, 190226] [260009, 189959]
[312022, 144082] [274990, 133932]
[274004, 133606] [262977, 135013]
[274998, 133025] [288056, 106996]
[288007, 106174] [286996, 105983]
[326044, 276987] [290999, 293044]
[463174, 153020] [451919, 115982]
[230003, 841357] [190982, 842047]
[190002, 842010] [174933, 819985]
[190099, 842972] [177824, 877014]
[76004, 598050] [52948, 565990]
[52044, 565017] [36972, 547978]
[36034, 547022] [28982, 543998]
[28944, 543031] [39090, 527996]
[39130, 527008] [24978, 511959]
[28024, 543976] [15995, 565043]
[15024, 565993] [2955, 585082]
[2985, 585998] [16069, 615006]
[375995, 93039] [415018, 85979]
[498074, 970975] [468877, 998001]
[749041, 65041] [725996, 31973]
[725962, 31053] [751020, 19893]
[751983, 19893] [768022, 22344]
[768891, 22003] [772090, 8976]
[772973, 8067] [804039, 6987]
[659927, 498994] [687025, 529046]
[687988, 529984] [692049, 532001]
[379016, 955959] [338983, 963085]
[338018, 963025] [319967, 958988]
[319017, 958025] [289992, 944960]
[319141, 958985] [304996, 990032]
[304967, 990963] [307087, 997001]
[304044, 990988] [279994, 996100]
[42106, 310019] [22962, 273988]
[22046, 273053] [8948, 262988]
[22904, 273001] [32006, 256876]
[59825, 714968] [63161, 756000]
[63017, 756800] [43960, 758277]
[43001, 758824] [34993, 759037]
[34062, 759042] [21982, 745909]
[21116, 745980] [10958, 757012]
[10922, 757991] [11215, 771011]
[63985, 756984] [73065, 788021]
[73991, 788952] [105012, 791089]
[105033, 791955] [91879, 815013]
[91055, 815974] [67991, 848026]
[67957, 848979] [80052, 868038]
[80032, 868941] [71962, 885070]
[71001, 885998] [56973, 890117]
[56990, 890995] [64063, 900046]
[64072, 900929] [55997, 913040]
[55927, 913950] [60043, 926005]
[56001, 890990] [35994, 894003]
[60045, 926980] [40990, 942031]
[40013, 942041] [17996, 932839]
[64955, 900948] [90029, 912057]
[90994, 912046] [95023, 906944]
[95997, 906123] [110027, 898979]
[110968, 898055] [113122, 887980]
[90961, 912893] [108067, 927023]
[108136, 927992] [104966, 946037]
[104993, 946129] [124006, 941836]
[104027, 946992] [84964, 954225]
[84000, 954016] [82990, 954076]
[40058, 942949] [25936, 970023]
[25006, 970990] [23995, 972066]
[67013, 848958] [37993, 859057]
[37004, 859994] [3997, 869038]
[82104, 954929] [68788, 991030]
[68980, 991905] [81038, 995000]
[68007, 991880] [53994, 999126]
[986000, 290003] [968989, 251895]
[696044, 824961] [679987, 864072]
[113987, 887002] [130016, 846957]
[65944, 65051] [96005, 33936]
[96933, 33011] [99070, 23995]
[99940, 23901] [109024, 28036]
[99040, 23010] [86999, 18998]
[932992, 953904] [969035, 978000]
[969999, 978055] [992009, 959881]
[992932, 959004] [995279, 942978]
[995823, 942000] [999027, 899997]
[440033, 383999] [408962, 415011]
[408874, 415972] [416064, 452022]
[416004, 452972] [409972, 463020]
[409018, 463861] [371995, 466066]
[371041, 466008] [354896, 448971]
[354004, 448784] [352985, 448808]
[352007, 448149] [351925, 447990]
[62013, 426045] [13989, 412986]
[124994, 941822] [172000, 968002]
[172994, 968998] [191033, 973041]
[191763, 973994] [192599, 985008]
[192991, 985748] [218023, 991105]
[191965, 973070] [217009, 955977]
